tweet_id,retweet_count,favorite_count
667176164155375616,383,521
667174963120574464,69,217
667171260800061440,71,185
667165590075940865,959,2360
667160273090932737,50,217
667152164079423490,14506,41890
667138269671505920,1849,3974
667119796878725120,104,284
667090893657276420,104,286
667073648344346624,103,350
667070482143944705,12,72
667065535570550784,40,143
667062181243039745,45,192
667044094246576128,43,162
667012601033924608,185,391
666996132027977728,78,211
666983947667116034,840,2234
666837028449972224,465,699
666835007768551424,64,183
666826780179869698,78,218
666817836334096384,209,439
666804364988780544,78,204
666786068205871104,408,651
666781792255496192,168,322
666776908487630848,148,301
666739327293083650,59,205
666701168228331520,181,370
666691418707132416,41,160
666649482315059201,521,987
666644823164719104,68,207
666454714377183233,178,445
666447344410484738,19,90
666437273139982337,40,106
666435652385423360,41,136
666430724426358785,159,273
666428276349472768,67,139
666421158376562688,90,270
666418789513326592,39,104
666411507551481857,260,370
666407126856765440,30,93
666396247373291520,68,146
666373753744588802,73,162
666362758909284353,463,645
666353288456101888,56,177
666345417576210432,121,240
666337882303524864,79,167
666293911632134144,288,423
666287406224695296,55,122
666273097616637952,66,151
666268910803644416,38,98
666104133288665088,5435,12779
666102155909144576,11,65
666099513787052032,53,134
666094000022159362,63,141
666082916733198337,37,92
666073100786774016,129,273
666071193221509120,50,127
666063827256086533,180,393
666058600524156928,47,99
666057090499244032,111,247
666055525042405380,195,363
666051853826850816,694,1020
666050758794694657,50,114
666049248165822465,36,88
666044226329800704,114,245
666033412701032449,36,100
666029285002620928,39,112
666020888022790149,418,2268
